id,comment,Label
11,"'We also have the problem of defining ""economist""the problem I was suggesting when I pointed out that there were creationists who, in terms of academic credentials, qualified as biologists. It doesnt follow that there is serious controversy within biology over creation vs evolution. There are lots of people who would describe themselves as economists who I wouldnt describe as real economists, and who I suspect Paul Krugman, whose politics are rather different from mine, wouldnt describe as real economists either. The reason is not that they disagree with meEarl Thompson and Abba Lerner disagreed with me, and certainly were (in Earls case, still is) economists. The reason is that they either could not get a reasonably good grade on a price theory exami.e. do not understand the fundamentals of economic theoryor could get it only by giving answers they didnt believei.e. dont agree with the fundamentals of economic theory. They are ""economists"" in the sense of ""people who are hired to do In your opinion, by the definition above, is John Kenneth Galbraith a ""real economist?"" Robert Reich? Paul Samuelson?'",0
12,"'Also check that ""temp"" and ""tmp"" are pointing to a subdirectory, not the root of a drive. i.e. temp=x:\temp\ , NOT temp=x:\ . Try ""temp=x:\temp"", I think you will have a problem with the trailing slash. Be sure to look for duplicate entries for these. I think it was Lotus SmartSuite, that installed a second set of each, and the TCPIP install, and VAC++, will create one for TMP. Other programs may do likewise. Only the last entry will be used. hope this helps. From the PC of Doug Bissett'",0
13,"'Phillips Especially if he is wearing a tux, lives in a castle, and has a thick Hungarian accent. An important case-study in vampire attack prevention: A castle in Transylvania. The duke is in the basement music chamber, playing a Bach toccata on his massive pipe organ. Suddenly, the door to the chamber starts to open, ever so slowly. A figure dressed in a tux starts to sneak his way stealthily up to the duke. Without missing a note, the duke produces a silver crucifix from his pocket and holds it aloft. ""Nikhts kan dir helfen, bubele"" answers the vampire. Yiddish for: ""Nothing can help you, pal"" Regards, Eugene Holman'",0
14,"'even though the cookie crumbs lead right to their bedroom door! LOL! I dont have any little kids around here, but if I did and they were lucky enough, the dog would be in here. She would have eaten the evidence in a heartbeat! Rae Morrill in Maine ""Ya cant get theyuh from heeah"" _ Spam mailers WILL be reported to their respective postmasters and AOL TOSSPAM!'",0
15,'that smelly plan of yours are you still working on it',1
16,"'the only answer i know for you is that whatever the settings are when you close the IDE (i.e. whatever forms you have open) will be opened when the project loads next time Hi. How do you change the default size of the code and project(the white background part) windows? it is just annoying me and i would like too know because it starts out really wide. Another IDE question how do you change it so when a project loads the default form, or any other, is showed? Thanks, Richie Richie V. Icq# 29665407 Referral = ANP-563 make money while you surf, Shameless promotion.'",0
17,"'Thanks for the information. Your sniffing faq answered a lot of fundamental questions I had. To follow up: It appears that you are indeed receiving the initial SYN packet, but that your machine isnt responding with a SYN ACK. This indicates some firewalling going on at the machine itself. However, when I telnet to port 25 from behind the firewall my machine does respond. It is only when I telnet to port 25 from outside the firewall that it doest respond. Is there a reason why my machine would respond to a request from inside the firewall, but not to a request from outside the firewall? And only do so for port 25 (port 23 and 110 work fine)? thanks. p.s. I am running RedHat Linux 6.0 Anyway, you might want to see my sniffing-faq: Robert Graham Exchange ideas on practically anything (tm).'",0
18,"'DEAR COMEDY DEVIL: You are apparently hitting the ""new post"" button on your browser when replying to messages on A REAL PROOF OF GOD. You should be hitting the ""Reply"" or ""reply to group"" button no wonder you have beenm complaining about not getting any answers from me. Please post to A REAL PROOF OF GOD so that I can find your messages. In the meantime I have a few replies below: Cant believe this Georgie-porgie.are you STOOPID? Julian Jaynes ideas was anti-Cartesian you dipshit. He ascribed the rise of religion to different functions of L and R hemispheresvoices in the head to be precise. Penrose ascribed consciousness to possible quantum actions in the brain (ie no non-computational algorithm) NOT ""god"". Your theory is unfasifiable. [Hammond]Clearly not so since it is based on 100 years of experiemental psychometry data. fact is it has already been confirmed. Since any theory which has been confirmed is unfalsifiable your statement confirms my theory. You have not answered my questions which quite frankly are first year Psych questions. You fail to even justify the thought process that led you to this theory. You quote references and sources which seem only to justify your theory and miss out the parts which are inconvenient.and the most unforgivable.you fail to describe/note any experiment/lab work to support your theory. [Hammond]What are you talking about there are 75 bibliographic citations at the end of my published paper. what are you; out in Left Field.? you even miss the bleedin obvious.Cartesian dualism isnt even credible anymore as a Psych theory [Hammond]]You dont know the difference between the Cartesian Coordinate System and Cartesian Dualism how did you get a PhD.? .you fail to mention other notables in this field such as Hebdige and Deutscheyou miss quote Penrose.shall I go on? Or am I one of the 50% that you just ignore because they dont agree with you? [Hammond]You are totally uninformed about the theory through laziness I would guess. but assume you have a liscense to sput opinions irregardless. who do you think you are kidding you think I am an amateur kid you can snow?? Post some real science. Then we can have a heated debate. Ron [Hammond] I have posted the real science at you are a PhD psychologist and I dont thing you know the difference between an eigenvalue and a secod order factor. George Hammond, M.S. Physics'",1
19,"'Hello to the group: I will get right to it, then. Could anyone give me any information about the Burmese MA of Bando. Any info, Websites or opinions would be greatly appreciated. Michael Gardner Before you buy.'",0
20,"'That means Sales +Marketing have done another good job, and will get their budget increased next year /milleniumto make up for the problems they caused his year/millenium Strange world, Sales/Marketing get more money for screw-ups and engineering get a kick in the butt. I guess it is better than down-sizing when engineering get it right :). Regards Rob'",1
21,'let me tell you that i never saw a more retarded decision in my life',1
22,"'On Tue, 12 Oct 1999 -0500, astroachieogy blathered: [snip] Hey, he is not doing it to circumvent killfiles. He just does it because he likes to, he says. So?. Unless you can prove he does it to just annoy cetain people. What the heck are you babbling about now, O Illiterate One? Well Poindexter you also said, ""he says"" . Sounds like you doubt him. Why? Are you suggesting that he didnt say it? Imagine that I would left out the ""he says"". Youd be trotting out the tired old canard that I was ""mindreading"". Didnt say you were mindreading, your make assumptions, that Roachie changes his headers to get around killfiles. WRONG. Like I said, it is nothing to do with you or anyone else. You also said , "" Likes to what, I wonder."". Asking for a consensous on that?. I said, he is NOT doing it to circumvent killfiles he is just doing it because he likes to, just exactly as he has claimed before. Yes, but you do keep on about it. It must really bother you. Um, you are the one bringing up these deep, deep objections. Are you bothered? Not at all. Do you have some objection to my making a comment that agrees with him? First time for everything, I suppose. OK, you must know better than I. I was wrong. He is doing it to circumvent killfiles, then. You think he is doing for an advantage or deception to out wit you?. Wrong again Poindexter, he is doing it because he wants to. Oh, yes. I see youve thought everything through, as usual. Nothing to do with you at all. Happy now? Always. For some reason, I get this mental image of the village idiot from Woody Allens ""Love and Death"" spinning about cheerfully. Well, if thats how you think of yourself, who are we to argue with that?. PZ Myers . D.R.Ken Anglesea.Astrocricketologist. Agnostic Astrologer Call 2995603 .SAN. 92-01766-048. Neumekenologist S.N.I.P. W.W.A.S.#5'",1
23,"'Since any theory which has been confirmed is unfalsifiable Any students of science reading this thread would be advised to IGNORE the above. It is absolutely wrong. JeffMo ""[.] any effort at safe sex is totally, utterly immoral from top to bottom."" Rev. James Reuter, Office of Mass Media, Catholic Church of the Philippines'",1
24,"'Linda: Thank Linda. you are a brilliant diamond in a swamp of mud, the light of truth in a lot of darkness TRINITINE hmmm. such an ability to detect this amidst the itsy bitsy teensy weensy minuscule quark like tid-bits upon which I have thus far sparked, speaks volumes. for your own quintessential state of being! Linda. magnifying in reciprocity; for such an illustrious and luminous and gracious type(d tone.'",0
25,"'1) Download 2) Run/install SWGameEN.exe (version 3.02) 3) Then copy SW3dpro.vxd to the windows system dir. Then the OS will see the game controller! Hope this helps! P.S. Microsoft committed a large gaffe by not including this vxd file with Win98SE. Chuck, I am waiting for my mx-300 to show-up (ordered it, it will be here Monday I guess), but decided to try the drivers you mentioned above. At the moment, I am using the SB16 joystick port, which works with all joystick gear. Joystick resources are 0201-0201, no conflicts. The link you offered above (thanks, hell if I could find it), swgameen.exe is version 3.00, not 3.02. Dunno if that matters much. Also, the sw3dpro.vxd is version 3.00 (not 3.01). After installing swgameen.exe, my dang rudders -refused- to calibrate. Got rid of the joystick update software (restored from a backup), and all is fine again. Then I got to wondering; hmm, for all my joystick-gear, I use Microsofts generic ""Gameport Joystick"" driver (it is listed in System-Resources, also shows-up in the joystick-calibration screen (in joystick-calibration, there is no other driver option). Since you mentioned this sw3pro.vxd, I am wondering if I should ""remove"" the generic Gameport-Joystick, and ""add"" and try this sw3pro.vxd driver(?). If so, what is the correct Joystick-name (actually a driver) to add? In ""add new hardware"", after installing the update file above, there are many Microsoft Sidewinder-Pro drivers to choose from. Did I miss a step? Should I have tried a certain Microsoft JS driver (other than ""Gameport Joystick"")? Gotta laugh; this joystick update ""leans"" (heavily) on setting up Microsoft joystick/pedals/etc. Adds 17mb to the hard-disk too. It would seem MS would make a ""generic"" joystick update. Otoh. I never installed MSs service pack 2.5 (for OSR2), as it insists- on installing IE-5 (which is also a -very- large, proprietary browser). Nice update, but I use Netscape. Geez I wish someone made a Joystick update called ""FTFJS"" (Force the F Joystick). Teehole'",1
26,"'I am in no position to verify or refute Rummels figures (Otto Pohl has some interesting views on that subject if he is around) but I would condemn democide from whatever source. David I am not sure that my views are that interesting, but Rummels figures for the USSR certainly exceed most estimates of Soviet excess death under Stalin. Currently most estimates converge around 20 million. The Soviet documentary records regarding executions, deaths in corrective labor camps, corrective labor colonies, prisons, special settlements, POW camps, etc. is much more extencsive than any statistical documents that exist for deaths caused by the Nazis. These recorded deaths in the Soviet records exceed three and a half million deaths in OGPU-NKVD-MVD custody. In terms of genocide, the Stalinist deportation of North Caucasians destroyed a percentage of the total population of the Karachais, Chechens, Ingush and Balkars almost equal to total world Jewish losses during World War II. Yet according to the great hero of ""anti- revisionists"" Deborah Lipstadt, ""In contrast, no citizen of the Soviet Union assumed that deportation and death were inevitable consequences of his or her ethnic origins."" Denying the Holocaust (p. 212). Her denial of this particular crime against humanity proves that ""anti- revisionists"" are not at all interested in truth or concerned about genocide denial. They are concerned with a political agenda of which uses the ""uniqueness"" of the Holocaust as a shield to dismiss other state crimes as morally insignificant. J. Otto Pohl Before you buy.'",1
27,"'Finally, it came time to build my Utility Diskettes. And it was now that I unfortunately had a total failure! Almost immediately upon starting the function, I am getting an error message popup that says: An error occurred while copying system files. Utility disks cannot be created. In Warp 4, the original ""Create Utility Disks"" program was something called ""bootdisk.exe"" and created four utility diskettes using the original files on the install CD-ROM. Then, starting in fixpack 5 or so, IBM added a little check box on the second ""Source Directory"" screen which said ""Use files from hard disk if they exist."" The reason for this was to use the most up-to-date file versions installed from fixpacks in creating the utility disks rather than the downlevel GA files. A great idea but a bug in the program prevented it from working if you checked the box. If you dont check the box, the 4 utility boxes are still created from the GA files like always. Apparently this bug is fixed in fixpack 12 for Warp v4. I suspect that the Create Utility Disks program in Warp Connect has a similar bug. Try it with the box unchecked and see what happens. If that does not help, look at the source directory for the utility disk files. Did you install from CD-Rom or diskettes? Is the letter of the source drive correct or has it changed during your new installation? Is the CD-ROM or install diskettes physically in the source drive? The program will terminate if these things are wrong. I doubt that your video install method had anything to do with the create utility disks program. The program is basically pretty simple and just copies a lot of files.'",0
28,"'CD1DDFD7994C630C595909A2 Content-Type: text/plain; charset=us-ascii Content-Transfer-Encoding: 7bit I am doing an operative report and I dont know what the correct spelling is in this sentence - ""the site was dressed with (s/l) misitration and a dry dressing."" Does anyone know the correct spelling for this word? Thanks LisaC CD1DDFD7994C630C595909A2 Content-Type: text/html; charset=us-ascii Content-Transfer-Encoding: 7bit HTML I am doing an operative report and I dont know what&nbsp; the correct spelling is in this sentence - ""the site was dressed with (s/l) Umisitration/U and a dry dressing.""&nbsp; Does anyone know the correct spelling for this word? PThanks BRLisaC/HTML CD1DDFD7994C630C595909A2'",0
29,"'Now you are tasting for 8/5 what Cons taste 24/7. Get the picture? Think you have to guts, the fortitude, the Will to remain sane, safe and sound and get out and make it under such a regime? Doubt it, you have experinaced trouble here already in doing so. LOTS OF LOVE MAX Newsgroups: alt.prisons Me too, although I do have to admit that most of my job related stress doesnt come from the inmates. Nor mine, Java, mine is mostly from stupid administrators who tell me to do something and then bitch when I do as I am told. Fraternally, Walt Sgt. NYSDOCS ""If ya cant do the time, dont do the crime!"" Tony Barretta Lets replace that idiotic ""Do the crime, do the time"" with that old timer that went "" LET THE PUNISHMENT FIT THE CRIME"" Another one ""DONT MAKE A FEDERAL CASE OUT OF IT"" :copyright: 1999 by Wings Of An Angel'",1
30,"'ok fixed it,i went to another program.""syshield 1.1 ver.""i do have win98 so i dont have any problems.all those port that where open is now closed or filteredthanks to everyone out there how tryied to help methanks. my port 53,139 and 12345 is opened. i have a firewall program.how do i closed all 3 of these ports.'",0
31,"'Rick, didnt that work take some organization? Whats ""organization""? You cant just slop together a masterpiece Ever seen a Picasso? I sure have including the special exhibit at the MOMA ""Picasso and Braque Pioneering Cubism"" in 1990 Picasso didnt slop anything together & anyone who thinks that has an untrained eye & doesnt know much about Art History Cheers Rhianna Zodiac, groovy fortunetelling, mystical fun stuff'",1
32,"'Someone in this newsgroup was wondering what was meant by Micro vs. Macro evolution. Micro evolution is when a creature adapts to it is envionment genetically. This happens all the time. We have definate proof for it. Anyone denying it is a moron. Macro evolution is when a creature ceases to be able to breed with similar creatures and so becomes a separate creature. Macro Evolution is decried as false and unscientific by protestant evangelists. Unfortunetly, the strength of their protests reduces their credibility. Come on, arent they the ones who proposed that man was made from dust? Frank Bartunek'",1
33,"'Jeffery Swagger schrieb: However, Fixpak 10 for Warp 4 has again killed OS20MEMU. And it is still dead with Fixpak 11. I would also be happy to hear of any way to restore it. OS20MEMU works fine here with Warp 4 FP11. Michael OS20MEMU is not gonna work on Warp 3 beyond FP 17. Period. It was well documented by IBM at the time and was the final straw that drove me to Warp 4. (Note that this is probably over 2 years by now.) Following is my experience. YMMV. If so I would like to know. Whether OS20MEMU works on Warp 4 is not dependant on FP level; it is dependant on how much RAM youve got. I am at FP9. Up until a month ago I had a 486DX2 with 24M on a Zeos Gosling MB. OS20MEMU worked flawlessly. I swapped out the old MB for a Soyo 5EHM K6-III 400 with 128M. OS20MEMU stopped functioning. Unlike the Warp 3 case where it displayed error an message that it was not gonna work, in this case it simply fails to produce any useful output. I dont think this is true. What I found was that one of the IBM1S506.ADD releases (and those do come in the fixpacks, too) broke OS20MEMU! To get it working again, use, for example, the DANIS506.ADD replacement, or get an SCSI system :, or use an older IBM1S506.ADD if you only have smaller IDE drives, so that you dont need the fixes in the newer releases of that driver. I think the problem is the zombie DOS VDM that is started by the newer IBM1S506.ADD drivers at initialisation, but cannot prove this. I once had a very short newsgroup conversation with Sam Detweiler about this, must have been 1997 or so, when the problem started even with Warp 4? I didnt try it on my new machine (128 MB RAM, SCSI only), but I shall do this soon, and report back if it fails. Assume it works if you dont see me posting again. Regards, MQ __ Institut f. Angewandte Sozialforschung der Universitaet zu Koeln Greinstr. 2 50939 Koeln Tel. +49-221/470-4232 Fax. +49-221/470-5169 Find my PGP public key and other information here:'",0
34,'tell me your lame joke ',1
35,"'I was vacationing in Canada when this occurred. Canada has a type of socialist health care system in which drugs are not a covered option. The Govt controls the pricing to their standards. A group of older people bought anti-cancer drugs (toxinol???something like that, spelling sucks but it is manufactured from pine tree bark I understand)nsaids and other pain meds, including narcotics. They were was extensively covered by the Canadian press. They paid from 200 to 1000%! less than across the border. It is the American pharmaceutical companies who develop and market to Americans to which they markup their R/D costs to, the rest of the world gets it at its fair price! Does anyone see something wrong here? BETYOURBOTTOM, LTD.'",1
36,'he wants to know the name as soon as possible ',0
37,'do we need a decision to make about this issue',0
38,'share a joke and you better come up with a good one',1
39,"'If the Canucks are shopping Snow, they for sure want to showcase him in front of other GMs. Why would they list him injured when it really affects the stock?? Because the fact is that they might be shopping Snow and dont want him to get injured in a game before they can trade him. : Why wouldnt they want the goalie they trust the most, who they have : always insisted is their starter, playing in their season opener at : home? they have got every reason to want to win this game.'",0
40,"'As far as giving away ideas and such, thats what sell out do, theives also, when they put on the act of giving away that which is not their work as though it is. Which can put other at risk. Think about it and maybe get back to the subject. The people doing the giving away are the ones with the ideas, hoping they will find their way into code or products of someone who knows how to do those things. If I have an idea and want to pass that to olaf or dave and they elect to use it, I send them a letter of thanks for taking my idea and turning it into something useful. There is no thievery there! Take the shot Timmy . Gary Peake, TAC-OwlNet.Net Team AMIGA Central We provide free web sites for small developers Sometimes you are the windshield, sometimes you are the bug!'",1
41,'i want to know about that idiotic plan that you came up with',1
42,"'blathered: [snip] By the way what kind of twit feels the need to constantly change his posting headers? Twit? Fuck you. Answer: one who has been killfiled by numerous people Yeah about a tenth the amount of people who have your idiot ass killfiled, cocksuck. roachclip the stupid twit is morph number 65536 into the killfile. plonk Hey, he is not doing it to circumvent killfiles. He just does it because he likes to, he says. So?. Unless you can prove he does it to just annoy cetain people. What the heck are you babbling about now, O Illiterate One? Well Poindexter you also said, ""he says"" . Sounds like you doubt him. You also said , "" Likes to what, I wonder."". Asking for a consensous on that?. I said, he is NOT doing it to circumvent killfiles he is just doing it because he likes to, just exactly as he has claimed before. Yes, but you do keep on about it. It must really bother you. Do you have some objection to my making a comment that agrees with him? First time for everything, I suppose. OK, you must know better than I. I was wrong. He is doing it to circumvent killfiles, then. You think he is doing for an advantage or deception to out wit you?. Wrong again Poindexter, he is doing it because he wants to. Nothing to do with you at all. Happy now? Always. . D.R.Ken Anglesea.Astrocricketologist. Agnostic Astrologer'",1
43,"'[snip] Dr. Kerens ""sample of the facts"" is, in this case, a wonderful example of nonsense. With regard to sample of ""fact"" #6 (above), one must understand that the ""500,000"" people supposedly murdered ""till mid-May 1943"" simply could not have been cremated. This is hilarious! Andrew Allen admits that the the victims of the typhus epidemic were burned on pyres, but his IHR buddy shows up for his semi-annual ""it is a forgery that doesnt prove what it is supposed to prove,"" all of a sudden typhus victims cant be cremated on pyres because the crematoria werent built yet. The amazing thing is that you guys think your readers are stupid enough to fall for this nonsense. In what way does your reference to the cremation of typhus victims address my concern that 500,000 alleged murder victims could not have been cremated in the ovens of Birkenau? In what way does your fixation on the crematoria show that bodies could not have been burned at all? at University of Alberta Multi pertransibunt & augebitur scientia ""Nizkooks are not members of homosapiens. They are members of Judeosapiens."" Joe Bellinger, May 17, 1999.'",1
44,"'When the Shaking Stopped, The Work Began For USGS Scientists Well, it is 3:15AM, the shaking stopped a half hour ago, and I still cant get through to any wr.usgs.gov sites. The TV stations are still on the air and none have said anything about it, so I am going back to bed just generally displeased. I believe CalTech shuts down their sites to prevent preliminary info from being given out. Luckily, they forgot to tie down the finger side of the house. : So go to: Thanks, I will keep this. Somehow I knew there was stuff out there for those in the know, but being awakened by an EQ, I just couldnt think of ftp. :) jg Oracle and unix guy.'",0
45,"'the is the biggest amount of crap I have read in a long time. how the fuck do you think great artists got great, beating off? they polished their craft, ya bonehead, the GOT better by working at it. so spare me, and all of us, that hippy-bullshit theory that being creative is a ""natural"" happening. you get good at anything by learning your craft, whether it is writing a poem, making a dress, carving wood, counseling others, anything. Amen Charles My Poetry & Stuff'",1
46,"'[snip] Luckily for us in the FreeBSD camp, though, it is not as popular as Linux. That sort of makes FBSD immune to Microsofts FUD campaign, which is aimed squarely at Linux because of its popularity. Linux is taking the heat of the MS vs. Free Software competition. For example, when has MS ever complained about FBSD taking over their ""territory""? You also never hear about MS releasing documents claiming Windows NT is better than FreeBSD. Here, Linux has the misfortune of bearing the ""cross"" of the free software movement. Very WELL put. Like I said before, I am not saying that people running one Free Unix should like ALL Free Unices equally just because they are running Linux, FreeBSD, etc. in fact, it is perfectly healthy to think FreeBSD sucks and Linux rules. A person cant run them both. it is OK to have preferences. (Over in comp.unix.bsd.freebsd.misc, there is a lot of flaming going on over which is better, easier to install, easier to use, etc.) But I think that FreeBSD is a benefit to Linux, and vice versa. For example, FreeBSD would never have had the massive amount of free software (such as xemacs, WindowMaker, gcc, to name a few) if it werent for the demand for this software created by people running Linux to begin with. OTOH, having BSD in addition to Linux might create just enough of a free UNIX user base that companies would decide to port their software to Linux. Most of the time, Linux software will run on FreeBSD nearly as fast as it will on Linux. In fact, I am running the Linux version of NS Communicator 4.7 on FreeBSD (check the header. it says Linux.) So, all companies have to do is distribute Linux binaries of their software, and they will run on FreeBSD. In fact, I believe Linux at one time had the limited capability to run FreeBSD binaries, and that this emulation is currently broken. I dont really see the need for Linux to have BSD emulation, though, because it is so much more popular than BSD. FWIW, our local Linux users group has 2 FreeBSD users which are more than welcome. The wheel is turning but the hamster is dead.'",1
47,"'It sounds as though you are arguing that the supply is very inelastic wrt price. Why would you expect that to be true? Gold mining is a very expensive operation, and how deep it is worth going, how low a grade of ore it is worth processing, etc. depend on the price. Because almost all the gold dug up the past 5000 years is still above ground and part of the current ""supply"". The amount of new gold mined every year barely increases the total. The size of the world economy has something like doubled in the past decade or two. But the gold amount in circulation hasnt. But if the econonmy grows faster than the amount of money in circulation, you get deflation. And contrary to what monetarists and gold bugs say, deflation is bad. 5% inflation are a nuisance, but 5% deflation means that the economy is in deep shit. Run that by me again. If suddenly everybody is rich, this is a bad thing? Okay, granted, it cant last, but in the meantime it is all good. So please tell me why deflation is a bad thing. Deflation leads to money hoarding, which draws more money from the market, leading to more deflation. Everybody tries to keep his money as long as possible, buying only the baremost necessities, and this as late as he can. The result is, of course, collapse. Talk me through this, okay? Suddenly all the money in my pocket is worth 5% more than it was. Which means I suddenly can buy 5% more stuff than I could before. Which means I will instead decide to buy nothing? No, my friend, if you truly think that, then you are obviously no student of human nature. Your argument against deflation is that ""it leads to money hoarding."" This is patently untrue, thus your argument has no base. Unless I am missing something.?'",1
48,'i tell you it is the stupiduty of this decision that bothers me',1
49,"'I would guess. but assume you have a liscense to sput opinions irregardless. George Hammond, M.S. Physics I notice that you always remind veryone that you have a Masters in Physics. I should think that someone as erudite as yourself would know that there is no such word as irregardless. Gary M [Hammond]I use the word to remind you that there is no such word and that I am well aware that many people think there is, and furthermore I am well aware why they think so. are you? George Hammond, M.S. Physics'",1
50,"'But I am facinated at the fact that the art of Silat has Christian foundation. Only since the time of our Dutch Indonesian teachers. In point of fact, there is a very fractious debate as to whether it is at all acceptable to some Muslims for Christians to even participate, much less teach, in a Muslim art. Even from the Muslim point of view, there is much of the aboriginal animist/shamanist coloration to the art. The practice of Islam in Indonesia is certainly much different from it is practice in other geographic areas. Our specific association is Christian in nature, and that of only a particular coloration; joyful in it is expression. We also dont seek out certain occupations to become affiliated- it is sufficient that a man choose a certain occupation to indicate that many of his other life decisions would be at odds with what we practice. Certainly there are a broad range of very effective instructors that have various religious affiliations or none- this is a specific personal choice of association that we make. Would it be to much to ask more questions when I become more familiar with your art? I did see that you hold a rank of Guru so I am sure that you can be very helpful. I hope I am not being to pushy when you dont even know who or what I am. I will be be more than happy to let you know about myself if you are interested. I am more than happy to answer any questions that I can and to make suggestions of other people that may have differing views from mine. My own views are not shared by many of the foremost practitioners of the art and should be seen as the mannerist kind of perspective that they are. I am so tired of the prigs, poseurs, politicians, churchianiacs and general assholes that claim my religion that it is not even funny. People like that can get me really worked up as well but I guess we can be more tactful in dealing with them. You certainly demonstrate that far better than me. I somehow feel that there is an abandonment of civility after a certain point of insult or affront- perhaps even moreso in this sort of arena. Convincement by written conversation is interesting in it is restrictions and enableings. Very best wishes to you, sir- Chas'",0
